sp|Q04603|DPB4_YEAST	0.14434934950000478
sp|P34250|SEG2_YEAST	0.012944387607147334
sp|P47083|MPP10_YEAST	0.11246034629627277
sp|P32331|YMC1_YEAST	0.06141474347828598
sp|P14904|AMPL_YEAST	0.4751203003515126
sp|Q08235|BRX1_YEAST	0.19248477824983326
sp|P39538|UBP12_YEAST	0.047696585226422984
sp|P06367|RS14A_YEAST	0.048113134154685655
sp|Q12044|RCN2_YEAST	0.41387494237949346
sp|P27614|CBPS_YEAST	0.24296664823857742
sp|P49723|RIR4_YEAST	0.711631938931944
sp|P04801|SYTC_YEAST	0.4714437015572914
sp|P34247|UTP11_YEAST	0.03815012981269095
sp|P53076|VID30_YEAST	0.02440385515929111
sp|P04051|RPC1_YEAST	0.09108796190426956
sp|P29468|PAP_YEAST	0.13747001052030453
sp|Q03496|TR732_YEAST	0.034022216269213056
sp|Q02100|SKO1_YEAST	0.024506178283717928
sp|P06839|RAD3_YEAST	0.023897329432083447
sp|P25638|TAH1_YEAST	0.22167734899679203
sp|P50874|ORC5_YEAST	0.023531021899026117
sp|P39927|PTI1_YEAST	0.047026579103461565
sp|P17106|CBF1_YEAST	0.15069810632393285
sp|P04806|HXKA_YEAST	0.47337409895160304
sp|P41832|BNI1_YEAST	0.044622589981157944
sp|P53305|RT27_YEAST	0.04440255242456925
sp|P39998|EDC3_YEAST	0.11686324778056112
sp|P22515|UBA1_YEAST	0.4294991342795334
sp|P53929|YNK8_YEAST	0.24772355198162743
sp|P52553|PFD6_YEAST	0.3138432632009054
sp|P38746|YLF2_YEAST	0.03092355683681462
sp|P53538|SSU72_YEAST	0.1214033032793121
sp|P28274|URA7_YEAST	0.4017903758598995
sp|P40893|REE1_YEAST	0.3255853321888143
sp|P53909|ADE_YEAST	0.3186709496326521
sp|P39965|SYPM_YEAST	0.06833833248572045
sp|Q06217|SMD2_YEAST	0.08698660109408674
sp|P19358|METK2_YEAST	0.14908556848349552
sp|P38698|PPX1_YEAST	0.10178123805100436
sp|P53330|RT102_YEAST	0.16693216384691026
sp|Q03761|TAF12_YEAST	0.22764670725130842
sp|P43577|GNA1_YEAST	0.2877252665628219
sp|Q12166|LEU9_YEAST	0.1248507196627282
sp|P14907|NSP1_YEAST	0.3528493147040726
sp|P60010|ACT_YEAST	1.3606101095562477
sp|Q03178|PIR1_YEAST	0.05500814843655233
sp|P53184|PNC1_YEAST	0.22712523985119004
sp|P00635|PPA5_YEAST	0.09647819614318509
sp|Q06211|MMS1_YEAST	0.00816953307817303
sp|P23301|IF5A1_YEAST	0.8738174228603839
sp|P39523|YM11_YEAST	0.022105940698886457
sp|P31688|TPS2_YEAST	0.25014627898800135
sp|P35169|TOR1_YEAST	0.020379610495088112
sp|P22137|CLH_YEAST	0.476489578184518
sp|Q00711|SDHA_YEAST	0.04888085866470434
sp|Q12211|PUS1_YEAST	0.14632677386848902
sp|P40363|SFGH_YEAST	0.2819236007686366
sp|P38915|SPT8_YEAST	0.09981258114618023
sp|P36147|PAM17_YEAST	0.05500814843655233
sp|P38426|TPS3_YEAST	0.1937350905087655
sp|Q12753|HAA1_YEAST	0.08611308287509704
sp|P46680|AIP1_YEAST	0.3255920339690326
sp|P32451|BIOB_YEAST	0.03092355683681462
sp|P36060|MCR1_YEAST	0.3854813619813016
sp|P15790|CSK21_YEAST	0.029161327845836027
sp|P38885|AIM46_YEAST	0.0658593168110242
sp|P32864|RAEP_YEAST	0.1295490307578583
sp|P00724|INV2_YEAST	0.19089186519866544
sp|Q12250|RPN5_YEAST	0.26352620158603873
sp|Q12522|IF6_YEAST	0.2817262022464462
