sp|P06367|RS14A_YEAST	9.538006952460641e-05	8.858050661199839e-05	9.380412569643197e-05	9.983126656095897e-05	9.321972607569863e-05	9.722512321708888e-05
sp|P34250|SEG2_YEAST	3.076927452129462e-05	2.857575947223214e-05	4.556699901586153e-05	3.220521500909823e-05	1.4978281500162747e-05	1.562185736580059e-05
sp|P47083|MPP10_YEAST	0.00014886777451586766	0.00019642177569544818	0.0002080048268131768	0.00015581513574171034	0.00020670895692474875	0.00021559067649227695
sp|P32331|YMC1_YEAST	0.00014554649701181441	6.63883475465502e-05	0.00021860654160422445	0.00015233886086077713	0.00021724462304195598	7.286722008336285e-05
sp|P14904|AMPL_YEAST	0.000937825939291451	0.0008709691367427505	0.0009848039399268707	0.00104807996351126	0.0010421033948107684	0.0007104549979801945
sp|Q08235|BRX1_YEAST	0.0002949647922834008	0.00033343346224531516	0.0004178734673028135	0.00030873020906055577	0.00035089634507429976	0.0003659734030817818
sp|P39538|UBP12_YEAST	0.00010130599779061232	0.00011347004009117758	9.963214115818471e-05	8.440213033717997e-05	7.881241760498956e-05	0.0001460347509667718
sp|Q04603|DPB4_YEAST	0.00025540982274779937	0.00023720187671748432	0.0002511897426427971	0.00017459657990122305	0.00024962483076666476	0.00017003865200701756
sp|Q12044|RCN2_YEAST	0.00040994827686641633	0.000487621721180016	0.0005163769205592355	0.0004290797428439587	0.0005131598927975051	0.000787077127654576
sp|P27614|CBPS_YEAST	0.000461598243115062	0.0004821015252769175	0.0005684219476511773	0.0004831401096913832	0.0005648806794163572	0.00041325268555706096
sp|P34167|IF4B_YEAST	0.0009363181200072848	0.0006770210720920833	0.000920847542455937	0.0007112124538197088	0.0007617456255817271	0.0007430919021838436
sp|P04801|SYTC_YEAST	0.0010243459216030973	0.0009191970443949836	0.0009397752125161753	0.0010001580319793201	0.0009339204137672762	0.0009055396341756917
sp|P34247|UTP11_YEAST	0.00011451912274851458	0.00010635515323469157	7.437968104051149e-05	0.00011986350111104426	0.00011192528277924725	7.709227712877202e-05
