sp|Q04603|DPB4_YEAST	0.14434934950000478	0.00048121064711263765
sp|P34250|SEG2_YEAST	0.012944387607147334	5.4365450346028608e-05
sp|P47083|MPP10_YEAST	0.11246034629627277	0.000940361769697638
sp|P32331|YMC1_YEAST	0.06141474347828598	0.0012857965588211129
sp|P14904|AMPL_YEAST	0.4751203003515126	0.0060397316568726904
sp|Q08235|BRX1_YEAST	0.19248477824983326	0.00095458013903167041
sp|P39538|UBP12_YEAST	0.047696585226422984	0.00016883895321024417
sp|P06367|RS14A_YEAST	0.048113134154685655	0.0
sp|Q12044|RCN2_YEAST	0.41387494237949346	0.0070110353958556144
sp|P27614|CBPS_YEAST	0.24296664823857742	0.0013140442495339882
sp|P49723|RIR4_YEAST	0.711631938931944	0.0063464026790452585
sp|P04801|SYTC_YEAST	0.4714437015572914	0.0023960944795123201
sp|P34247|UTP11_YEAST	0.03815012981269095	0.0
sp|P53076|VID30_YEAST	0.02440385515929111	0.0
sp|P04051|RPC1_YEAST	0.09108796190426956	1.0739849015861062e-05
sp|P29468|PAP_YEAST	0.13747001052030453	6.9015864037308948e-05
sp|Q03496|TR732_YEAST	0.034022216269213056	0.00018190308222996491
sp|Q02100|SKO1_YEAST	0.024506178283717928	7.7133913350836011e-05
sp|P06839|RAD3_YEAST	0.023897329432083447	0.0
sp|P25638|TAH1_YEAST	0.22167734899679203	0.0
sp|P50874|ORC5_YEAST	0.023531021899026117	0.0
sp|P39927|PTI1_YEAST	0.047026579103461565	0.0002909967389882545
sp|P17106|CBF1_YEAST	0.15069810632393285	0.00017887709027429363
sp|P04806|HXKA_YEAST	0.47337409895160304	0.001438394829394355
sp|P41832|BNI1_YEAST	0.044622589981157944	0.00021362830707564781
sp|P53305|RT27_YEAST	0.04440255242456925	0.0
sp|P39998|EDC3_YEAST	0.11686324778056112	0.0
sp|P22515|UBA1_YEAST	0.4294991342795334	0.00035607125033803043
sp|P53929|YNK8_YEAST	0.24772355198162743	0.00052000873669091278
sp|P52553|PFD6_YEAST	0.3138432632009054	0.0020630112087048967
sp|P38746|YLF2_YEAST	0.03092355683681462	0.00012367954999275229
sp|P53538|SSU72_YEAST	0.1214033032793121	0.00068154257145184877
sp|P28274|URA7_YEAST	0.4017903758598995	0.00014907716254330245
sp|P40893|REE1_YEAST	0.3255853321888143	0.0036918619996656452
sp|P53909|ADE_YEAST	0.3186709496326521	0.0010924162265207656
sp|P39965|SYPM_YEAST	0.06833833248572045	5.9275610215753521e-05
