sp|Q04603|DPB4_YEAST	0.00025350388714410246	0.00015699706228193005	0.000244319427435566
sp|P34250|SEG2_YEAST	4.598679569666587e-05	1.4423695347319053e-05	1.4659940474868757e-05
sp|P47083|MPP10_YEAST	0.00014775688383578177	0.00019905534691762054	0.0002955009831517887
sp|P32331|YMC1_YEAST	7.095097390046738e-05	0.0001369829445688367	0.00013922658272345247
sp|P14904|AMPL_YEAST	0.0007496205371944607	0.0008241341227859788	0.0005587381767881782
sp|Q08235|BRX1_YEAST	0.00023091800204631482	0.00033790404992618453	0.00028215684263440126
sp|P39538|UBP12_YEAST	8.00371267422696e-05	5.663610496953683e-05	9.690709272536924e-05
sp|P06367|RS14A_YEAST	9.466831823628758e-05	8.976817061835842e-05	9.123847988425535e-05
sp|Q12044|RCN2_YEAST	0.00029788846839340973	0.0004941596242595451	0.000865388258658117
sp|P27614|CBPS_YEAST	0.00040238505700798146	0.0004885654150296672	0.0004415547422954658
sp|P49723|RIR4_YEAST	0.0012743471790179525	0.0011242742546478063	0.0014064372853729323
sp|P04801|SYTC_YEAST	0.000982370068188935	0.000836086740675702	0.0008817401800269511
sp|P34247|UTP11_YEAST	7.506492132173394e-05	7.117946943817296e-05	7.234531511304483e-05
sp|Q99247|YO087_YEAST	5.62663452592945e-05	5.3353930601164165e-05	3.598172819704748e-05
sp|P29468|PAP_YEAST	0.00015806182544428587	0.0002784081737033419	0.0003169077946971446
sp|Q12462|PEX11_YEAST	7.569189391966205e-05	7.177398916971999e-05	7.294957245942829e-05
sp|P06839|RAD3_YEAST	2.3371614628887025e-05	6.727846495317247e-05	6.838041623205641e-05
sp|P25638|TAH1_YEAST	0.00020718072318475753	0.00019645679625641916	0.00042037386885279714
sp|P50874|ORC5_YEAST	4.6300086425467464e-05	4.390353748032413e-05	4.462263175971421e-05
sp|P39927|PTI1_YEAST	0.00028995763114440554	0.00013275181508024894	0.00013492615173468455
sp|P10363|PRI1_YEAST	0.00016406888392937773	0.0001555764783839852	7.74795173118043e-05
sp|P04806|HXKA_YEAST	0.0009505616994495254	0.0009013594664952396	0.0009161227970428361
sp|P41832|BNI1_YEAST	3.578619850293431e-05	2.5392969863869517e-05	8.740386917548861e-05
sp|P36136|SHB17_YEAST	0.0005950652948486646	0.0005642639893919961	0.0005735060466412428
sp|P39998|EDC3_YEAST	0.00027079806629184635	0.00021804025345871684	0.00026098703752606945
sp|P53929|YNK8_YEAST	0.00033243280887633865	0.0003152256812238641	0.0004086107333592955
sp|P52553|PFD6_YEAST	0.0004911356958485524	0.0008391138499152114	0.0004733418227022171
sp|P38746|YLF2_YEAST	4.5372763207545474e-05	4.302421364320882e-05	4.372890551274104e-05
sp|Q08421|ETT1_YEAST	0.00047243227526841587	0.0003505096513348222	0.0003082940617755586
sp|P15436|DPOD_YEAST	3.2747010137508485e-05	3.1051984951584084e-05	4.7537306373618216e-05
sp|P53538|SSU72_YEAST	0.0003115199105339535	0.00019206881736737606	0.0003002335271220905
sp|P28274|URA7_YEAST	0.0007735828062733391	0.0007818660697710815	0.000697335969615279
sp|P53909|ADE_YEAST	0.00032645633270069835	0.00044731482317819616	0.0004546413747249361
sp|P48363|PFD3_YEAST	0.00017861394547209107	0.00016936866980077881	8.420198470492104e-05
sp|P39965|SYPM_YEAST	6.093251417553321e-05	8.733541063382602e-05	5.872492585138695e-05
sp|P19358|METK2_YEAST	0.00029276368704241285	0.00033790404992618453	0.00028215684263440126
sp|P43593|UBP6_YEAST	0.0005550175160382272	0.0005662445222530712	0.0005755190185706091
sp|P53330|RT102_YEAST	0.0004468959435608001	0.00042376406444749544	0.0004307048790616219
sp|Q03761|TAF12_YEAST	0.0005051164214529007	0.00031977869198408044	0.00036440610573917784
sp|P43577|GNA1_YEAST	0.000718196305352561	0.000382970245568827	0.0006921760138941473
sp|Q12166|LEU9_YEAST	0.00020877053327672984	0.0002329430601730428	0.00023675842521211565
sp|P14907|NSP1_YEAST	0.00066219638098844	0.0005831155563556123	0.000828844871222099
sp|P60010|ACT_YEAST	0.0023175620914599013	0.00276043286560368	0.0026556032409049556
sp|P25375|PRTD_YEAST	0.0004484703069111456	0.0005636798092112859	0.0004322222031416006
sp|P53184|PNC1_YEAST	0.0004468959435608001	0.0005439653959901613	0.0004307048790616219
sp|P00635|PPA5_YEAST	0.0002570957880058713	0.0001800063813030447	0.0002477811935324852
sp|P36076|CAB3_YEAST	0.00010489464667731706	6.573448453326967e-05	0.00010109430788605684
sp|P23301|IF5A1_YEAST	0.001470851103465235	0.0011749718941095858	0.0014175620874693827
sp|P39523|YM11_YEAST	6.548229635926603e-05	2.0472165465336196e-05	4.184326625954336e-05
sp|P31688|TPS2_YEAST	0.0005170159777948891	0.0005142746912138015	0.000572274243180405
sp|P35169|TOR1_YEAST	1.7074068226010483e-05	1.619029362955869e-05	3.305374042549222e-05
sp|P39524|ATC3_YEAST	3.4492118841227916e-05	3.2706764700307025e-05	1.6549023245121648e-05
sp|P22137|CLH_YEAST	0.0008637450969652319	0.0008760033849740774	0.0008324515648190617
sp|Q00711|SDHA_YEAST	0.00012903716221558952	9.103608300718316e-05	0.00015670668963340016
sp|P40363|SFGH_YEAST	0.00033243280887633865	0.0003152256812238641	0.0005957277223344892
